Record ID,region,PopulationServed (Q5),PublicorPrivate (Q6),PublicOwned (Q8),PublicOwned (Q8SPECIFIED_4),Private (Q9),Private (Q9SPECIFIED_5),CorporatehealthsystemSupport (Q10),ServicesProvided (Q11_1),ServicesProvided (Q11_2),ServicesProvided (Q11_3),ServicesProvided (Q11_4),Compensation (Q89),VolunteerStaffCompensation (Q14_1),VolunteerStaffCompensation (Q14_2),VolunteerStaffCompensation (Q14_3),VolunteerStaffCompensation (Q14_4),VolunteerStaffCompensation (Q14_5),VolunteerStaffCompensation (Q14SPECIFIED_4),UsingEMRs (Q15),CompensationEMSstaff (Q16),WorkforceSustainability (Q76),ActiveStaff (Q18),RecruitmentPlan (Q19),RecruitmentofNewStaff (Q20),CrossTraining (Q21),Obstacles (Q22_1),Obstacles (Q22_2),Obstacles (Q22_3),Obstacles (Q22_4),Obstacles (Q22_5),Obstacles (Q22_6),Obstacles (Q22_7),Obstacles (Q22_8),Obstacles (Q22_9),Obstacles (Q22_10),Obstacles (Q22_11),Obstacles (Q22_12),Obstacles (Q22SPECIFIED_12),RetentionStrategy (Q23),ExistingStaff (Q24),Obstacles (Q25_1),Obstacles (Q25_2),Obstacles (Q25_3),Obstacles (Q25_4),Obstacles (Q25_5),Obstacles (Q25_6),Obstacles (Q25_7),Obstacles (Q25_8),Obstacles (Q25_9),Obstacles (Q25_10),Obstacles (Q25_11),Obstacles (Q25_12),Obstacles (Q25_13),Obstacles (Q25_14),Obstacles (Q25SPECIFIED_14),Leadership (Q26),Managers (Q27),DifficultyManaging (Q28_1),DifficultyManaging (Q28_2),DifficultyManaging (Q28_3),DifficultyManaging (Q28_4),DifficultyManaging (Q28_5),DifficultyManaging (Q28_6),DifficultyManaging (Q28_7),DifficultyManaging (Q28_8),DifficultyManaging (Q28_9),DifficultyManaging (Q28_10),DifficultyManaging (Q28_11),DifficultyManaging (Q28_12),DifficultyManaging (Q28_13),DifficultyManaging (Q28_14),DifficultyManaging (Q28_15),PercentageofShifts (Q30),Shifts (Q31_A_1),Shifts (Q31_A_2),Shifts (Q31_A_3),Shifts (Q31_A_4),Shifts (Q31_A_5),Shifts (Q31_A_6),Shifts (Q31_A_7),Shifts (Q31_A_8),Shifts (Q31_A_9),Shifts (Q31_A_10),Shifts (Q31_A_11),Shifts (Q31_A_12)
635996259068548222,South Central,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Paid; hourly wage or salary,-,Staff are paid by the hour on a run,-,Other payment schedule (describe):,-,Paid pager time as well.,Yes,Same,No,Decreased,Yes,Yes,Yes,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,-,-,-,Certification requirements for the staff,-,-,-,-,50-74%,-,-,-,-,-,-,Weekdays,-,Holidays,Weekdays,-,Holidays
635996275682047700,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),Staff are paid a stipend while on-call,-,-,-,-,NA,Yes,Unknown,No,Decreased,No,Yes,Yes,Lack of interest,Lack of availability,-,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,Other (please specify),"crew live in a bedroom community to a larger city where many crew work daily jobs, making daytime coverage difficult.",No,No,Recruitment,Retention,-,-,Staffing the schedule,-,-,Maintaining equipment,-,Licensing requirements for the ambulance,-,-,-,-,-,75-99%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,-,-
635997771350840626,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,-,-,Training programs are too expensive,-,Inadequate pay or benefits,-,-,-,-,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,75-99%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays
636003076122501582,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,Staff are paid a flat rate per run,-,-,NA,No,Same,Yes,Increased,No,Yes,Yes,-,-,-,Training programs are too time consuming,-,-,-,-,-,-,-,-,NA,No,Never,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003108601301698,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,-,Other payment schedule (describe):,-,Staff are paid by the hour on call,No,Same,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,No,No,Recruitment,-,-,Managing staff,Staffing the schedule,-,-,-,Billing and reimbursement,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
636003162603353890,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Unknown,Yes,Size of the active staff has not changed,Yes,Somewhat,Yes,-,-,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,Certification is too difficult to maintain,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,-,Retention,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,-,Holidays,-,-,Holidays,-,-,Holidays,-,-,Holidays
636003269621379920,South Central,"Less than 2,500",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,-,-,NA,Yes,Unknown,No,Increased,Yes,Yes,Yes,Lack of interest,-,-,Training programs are too time consuming,-,Training programs are too far away,-,Too few runs or transports,-,Time commitment is too great,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,-,-,-,-,-,Billing and reimbursement,Licensing requirements for the ambulance,-,-,-,-,-,50-74%,-,-,-,-,-,-,-,-,-,Weekdays,Weekends,Holidays
636025552736839581,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,No,Increased,No,Somewhat,Yes,-,Lack of availability,-,-,-,-,-,-,-,Time commitment is too great,-,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,25-49%,-,-,-,-,-,-,Weekdays,-,-,Weekdays,-,-
635990939565045238,South Central,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,Yes,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Same,Yes,Decreased,Yes,Somewhat,Yes,-,-,-,Training programs are too time consuming,Training programs are too expensive,Training programs are too far away,-,-,-,Time commitment is too great,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,Budget development,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,Weekends,-
636025761320070577,South Central,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,No,Increased,NA,Yes,No,Lack of interest,Lack of availability,-,-,-,-,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,Lack of recognition,-,-,-,Too few runs or transports,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,50-74%,-,Weekends,-,-,Weekends,-,-,Weekends,-,Weekdays,Weekends,-
636003907425568138,South Central,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Same,No,Decreased,Yes,Yes,No,Lack of interest,-,Lack of trained candidates,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,Other (please specify),College students moves out of town/onto new career,Yes,No,Recruitment,-,-,-,-,-,Continuing education requirements for staff,-,-,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
635996192709636874,South Central,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Hospital,NA,No,Basic life support,-,Part-time advanced life support,-,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Unknown,No,Decreased,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,-,-,Too few runs or transports,-,Time commitment is too great,-,-,NA,No,Always,-,-,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,-,Too few runs or transports,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,-,-,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
635997822533839510,South Central,"10,000 – 14,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Unknown,No,Decreased,Yes,Yes,Yes,-,Lack of availability,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,-,-,NA,Yes,Always,Age: Older crew members retiring,-,-,-,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,-,Retention,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,50-74%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays
636003867646152718,South Central,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Better,Yes,Increased,Yes,Somewhat,No,-,Lack of availability,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,-,-,-,-,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003464232111545,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,-,Other payment schedule (describe):,-,$1 per Hr. for on call  $13 Per. Hr. on a run,Yes,Better,Yes,Decreased,Yes,Yes,Yes,-,-,-,Training programs are too time consuming,-,Training programs are too far away,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003783294760534,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,Yes,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Better,Yes,Size of the active staff has not changed,Yes,Yes,Yes,Lack of interest,Lack of availability,-,-,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,Yes,-,-,-,Managing staff,-,-,Continuing education requirements for staff,-,-,-,Certification requirements for the staff,-,Policy development and enforcement,-,-,75-99%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,-,-
635986537442715670,South Central,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Worse,Yes,Decreased,Yes,Yes,No,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,Too many runs or transports,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,-,-,-,-,-,-,Licensing requirements for the ambulance,Certification requirements for the staff,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
635986563311752680,South Central,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Unknown,No,Decreased,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,No,Yes,-,-,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
635986570782110034,South Central,"Less than 2,500",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,NA,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,Yes,Decreased,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,Too few runs or transports,-,-,-,-,NA,No,Sometimes,-,-,Certification is too difficult to maintain,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,Budget development,Managing staff,Staffing the schedule,Medical direction,Continuing education requirements for staff,Maintaining equipment,Billing and reimbursement,Licensing requirements for the ambulance,Certification requirements for the staff,Maintaining updated technology,Policy development and enforcement,Maintaining updated technology,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
635996106541958582,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,-,-,NA,No,Same,Yes,Increased,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,-,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,Holidays,-,-,Holidays,-,-,Holidays,-,-,Holidays
635996961071356200,South Central,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Hospital,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,Yes,Size of the active staff has not changed,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,Training programs are too far away,Inadequate pay or benefits,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,-,-,Continuing education requirements for staff,Maintaining equipment,-,-,-,-,Policy development and enforcement,-,-,100%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
635997797998851545,South Central,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,Staff are paid a flat rate per run,-,-,NA,No,Same,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,Training programs are too far away,Inadequate pay or benefits,-,Too many runs or transports,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Always,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,Limited advancement opportunities,-,-,Employer does not allow staff to leave work for a call,Too many runs or transports,-,-,-,-,-,NA,No,Yes,Recruitment,Retention,Budget development,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,50-74%,-,-,Holidays,-,-,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays
636000406071660994,South Central,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Same,No,Decreased,Yes,Yes,Yes,-,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,50-74%,-,-,-,-,-,-,-,-,-,Weekdays,Weekends,Holidays
636001940323605574,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,Other payment schedule (describe):,-,WEEKEND CALL BEGINS @ 1800 ON FRIDAYS AND ENDS 0600 MONDAYS WITH $1 HR. BEING COMPENSATED FOR INDIVIDUALS ON CALL.,Yes,Unknown,Yes,Increased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,-,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,-,Medical direction,Continuing education requirements for staff,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003085055369755,South Central,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Other,NA,NA,NA,Yes,Basic life support,-,Part-time advanced life support,Specialized life support,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Unknown,No,Size of the active staff has not changed,Yes,Somewhat,NA,-,Lack of availability,Lack of trained candidates,-,Training programs are too expensive,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,Too many runs or transports,-,-,-,-,-,NA,No,No,Recruitment,-,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,Maintaining updated technology,-,100%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,Weekends,-
636003229839169430,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,-,-,Staff are not paid,NA,No,Worse,No,Size of the active staff has not changed,Yes,Yes,Yes,-,-,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,-,-,-,-,-,-,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
636003452452495534,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Increased,Yes,Somewhat,Yes,-,Lack of availability,Lack of trained candidates,-,-,Training programs are too far away,Inadequate pay or benefits,-,-,-,Childcare responsibilities,Other (please specify):,Have gone through programs and not people are not prepared to take on roll of EMR as it takes months to get them where they are comfortable doing their roll.  Getting CPR cards and getting information into the state by the teaching site has been an issue,No,Sometimes,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,Dissatisfaction with EMS administrator/owner,-,-,Other (please specify),Set aside time for meeting and education and instructor doesn't show up or gives short notice he will not be coming.,No,Yes,-,-,Budget development,-,-,Medical direction,Continuing education requirements for staff,-,-,-,Certification requirements for the staff,Maintaining updated technology,Policy development and enforcement,Maintaining updated technology,-,50-74%,-,-,-,-,-,-,-,-,-,-,Weekends,-
636003516989893490,South Central,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,Yes,Size of the active staff has not changed,Yes,Somewhat,Yes,Lack of interest,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,Community is too isolated,-,-,-,-,-,-,-,NA,No,No,-,Retention,Budget development,-,-,-,-,-,-,-,-,Maintaining updated technology,Policy development and enforcement,-,-,100%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
635985165361794092,Southeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Worse,No,Size of the active staff has not changed,No,Yes,Yes,-,Lack of availability,-,Training programs are too time consuming,-,Training programs are too far away,-,Too few runs or transports,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,-,-,-,-,-,-,Too few runs or transports,-,-,-,-,NA,No,No,Recruitment,-,-,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,-,Billing and reimbursement,Licensing requirements for the ambulance,Certification requirements for the staff,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
